2017-03-21 23:56:00,@ritchie_joshua is jokes just give him a wooden spoon🥄😂,0.0
2017-03-21 22:25:19,"It's ok, I found the word using the most stupid description, but Googe delivered.",0.0666666666666667
2017-03-21 20:23:05,Googe ultra safe white hat seo service for $22 https://t.co/9FOsjRehC6,0.25
2017-03-21 20:02:07,Googe ultra safe white hat seo service for $24 https://t.co/cV5dYIJb1e,0.25
2017-03-21 19:57:54,"#SEO Googe ultra safe white hat seo service for $12: We are Google guys, passed 7 valuable years working on Local… https://t.co/OfgmrPpnGF",0.25
2017-03-21 14:16:17,@Manolisa_97 searching di googe coba,0.0
2017-03-21 13:35:29,first holiday of 2017 booked🥂☀️ ...roll on 8 weeks🔥,0.25
2017-03-21 13:35:24,RT @cassylawson: Barcelona booked 💃🏼🌇🍾☀️👙 @Vicsmith12 @danielle_googe @LucyBeet1,0.0
2017-03-21 12:20:15,RT @cassylawson: Barcelona booked 💃🏼🌇🍾☀️👙 @Vicsmith12 @danielle_googe @LucyBeet1,0.0
2017-03-21 12:19:08,Barcelona booked 💃🏼🌇🍾☀️👙 @Vicsmith12 @danielle_googe @LucyBeet1,0.0
2017-03-21 11:56:47,"I am extending to you my best wish, welcome to the ministerial table. https://t.co/JCN47vqqfF",0.9
2017-03-21 09:50:46,Mr @SomaliPM I salute u 4 appointing dis potential minister I also very appreciate the role of the accountability i… https://t.co/X6SGjhPZQG,0.1
2017-03-21 04:03:46,RT @mermoneyy: Nothing you can say will convince me that Amanda Googe and Marine Deleeuw aren't long lost twins. https://t.co/VMNCO8UlMs,-0.05
