2017-03-20 20:56:47,"RT @DesmondDoss: Watch Charles Googe, Executive Dir at @MohMuseum, demonstrate tying Desmond's double bowline knot.
.@HacksawRidge
https://…",0.0
2017-03-20 18:04:09,@MegaStrikerMCPE but googe from one download pay better they earn from your work..,0.5
2017-03-20 17:49:56,"Want, want, want...
https://t.co/uMQt3ZAJY3",0.0
2017-03-20 17:43:52,@joyrvyoung_ googe maps coba,0.0
2017-03-20 15:59:56,"RT @DesmondDoss: Watch Charles Googe, Executive Dir at @MohMuseum, demonstrate tying Desmond's double bowline knot.
.@HacksawRidge
https://…",0.0
2017-03-20 15:45:11,"Watch Charles Googe, Executive Dir at @MohMuseum, demonstrate tying Desmond's double bowline knot.
.@HacksawRidge… https://t.co/7CDlAcJ89A",0.0
2017-03-20 11:22:52,"It's web giants' job to police porn, not ours https://t.co/JGmJ6YRsG0 - rewteet! #googe #facebook https://t.co/obeBy8WaFF",0.0
2017-03-20 10:41:11,@danielle_googe 8 weeks today 💃🏼,0.0
2017-03-20 09:50:08,need some sun😓,0.0
2017-03-20 00:14:01,"RT @The_Paradicee: The saddest part is, I've learned to stop expecting anything good out of anyone. These days, I automatically prepare for…",0.7
